dates,job-title,summary,pros&cons,overall-ratings,work-balance-stars,culture-values-stars,carrer-opportunities-stars,comp-benefit-stars,senior-mangemnet-stars
" Feb 14, 2017",Former Employee - Technical Support Agent,"The underlings get nothing, and that's noticeable.","i worked on behalf of google at one of their call centres, receiving inbound customer calls. the pros i could really think of are: decent monthly bonuses. friendly staff relaxed work environment. phones are banned, and must be switched off if carried, so no getting any possible emergency phone calls!. call centre was run down and neglected shifts were unstable and constantly changing underpaid for the sector / company large number of senior staff had no technological background 0 company benefits. literally nothing almost 0 chance of progre",3,5,4,3,1,3
" Feb 20, 2016",Former Employee - Anonymous Employee,Customer Support Cork Ireland,"if you speak french,german or spanish you have a save job you can be unhappy with for 10 years on the phone lines.. callcenter metrics and and all the fun pressure you are a number who creates numbers it does not matter if everything is good. !there is always room for improvement!!! you will here this very often to pressure you to work more mandatory overtime.",2,1,1,2,4,1
" Mar 11, 2016",Current Employee - Senior Manager,Great company where you can make a difference,not mentioned,5,5,5,5,4,4
" Sep 2, 2015",Current Employee - Family Room Specialist,Amazing Oppotunities,tuition reimbursement development as an individual you'll be challenged to expand your knowledge and better your teamwork skills great pay for a college student opportunities to move up in the company and or transfer to take on new experiences. can be demanding of your time must submit time off requests 1 month in advanced when you never know what can come up,5,4,5,5,5,4
" Jan 12, 2017",Former Employee - Software Development Engineer,Great company to start your career,not mentioned,4,5,3,5,5,3
" Dec 1, 2014",Current Employee - Anonymous Employee,Great company,not mentioned,5,4,5,4,5,5
" Dec 28, 2015",Former Employee - At-Home Advisor,"Great, flexible Company With Amazing Benefits",not mentioned,4,4,5,4,5,3
" Apr 7, 2016",Current Employee - Software Development Engineer II,A massive startup,flexible hours tremendous amounts of personal ownership in products always customer focused (99% of the time) personal growth potential is through the roof. can be long hours. this is mitigated if you communicate with management frequently about progress and realistic expectations. hint: you can always push back on deadlines. often too much ambiguity in requirements (just means lots more communication and,4,4,4,5,4,5
" Sep 10, 2017",Current Employee - Anonymous Employee,Be ware of which Team/Org/Group you join,"undoubtedly, one of the best places to work at. work life balance benefits work on products used by millions. can be very political depending which team/group you join, so do your homework before you accept the offer, else you'll have to deal with mental agony or join the political order avoid mseg at any cost, its one of the most political orgs within micros",5,5,4,5,4,3
" Mar 27, 2018",Current Employee - Software Engineer-II,Good people working on cool problems.,not mentioned,5,5,5,4,5,5
" Jul 6, 2015",Current Employee - Anonymous Employee,"Great company, but hamstrung by internal politics",not mentioned,3,4,4,2,3,1
" Jul 5, 2017",Former Employee - Apple Care,Apple is Awesome!,not mentioned,4,4,4,4,4,4
" Feb 2, 2018",Current Employee - Senior Technical Evangelist,Incredible company,"incredible salary, stock, & bonus fantastic benefits tons of growth, lateral or vertical great for families. can't think of any cons that are unique to the company.",5,5,5,5,5,5
" May 2, 2016",Former Employee - Operations Manager,"Amazing overall concept, horrible individuals in senior roles",not mentioned,3,2,4,2,5,1
" Jul 4, 2010",Current Employee - Senior Program Manager,Time To Leave This Ship,not mentioned,1,2,none,1,3,1
" May 9, 2015",Current Employee - Finance Director,False promises! Leadership lacks integrity,not mentioned,2,1,1,2,3,2
" Jun 20, 2016",Former Employee - Anonymous Employee,Honest Review,not mentioned,2,1,2,2,3,2
" Mar 12, 2017",Former Employee - Anonymous Employee,"Great place to work, great company, but you can end up in a ",not mentioned,5,4,5,4,4,5
" Oct 28, 2018",Former Employee - Retail Vendor Manager,"Great for career boost, unsure about long-term",not mentioned,4,2,4,3,5,4
" Mar 6, 2012",Former Employee - Technical Sourcer,Very good experience,not mentioned,4,5,none,1.5,4.5,2
" Nov 10, 2017",Current Employee - Technical Program Manager,I LOVE working at Amazon,not mentioned,5,4,5,3,5,5
" Nov 12, 2017",Former Employee - Anonymous Employee,Highly Dependent on Team and Manager,not mentioned,3,3,3,3,2,1
" Jul 15, 2015",Current Employee - Operations Manager,"Crazy pace, great experience, failure is common",not mentioned,4,3,4,5,4,4
" Apr 13, 2009",Current Employee - Personal Shopping Specialist,A surprisingly great place to work ... just remember to follow the rules...,not mentioned,5,4,none,3.5,3.5,5
" Nov 15, 2012",Current Employee - Senior Program Manager,Meet Customer need - NOW!,"coming from msft as a program manager, i find amazon's focus on the customer to be an amazing and generally fulfilling experience. generally work / life balance is ok, with peaks and valleys (peaks near launch obviously). salary is better than i had before, so no complaints health is ok (though i had premiera @ msft, so hard to compete w/that) stock is good for now.. commute is ok if bus, poor if driving (i live on the east side). i do miss the connector & its wifi, though i get by with tethering to my phone overall compensation system is confusing > if i do really well one year i may not get that much @ review t",4,3,4,4,3,3
" Oct 14, 2015",Former Employee - Operations Specialist,Associate Program Manager,"free food! peers are helpful, intelligent, creative, and get along with pretty well. demos of projects makes team excited and hopeful.. commute: 1.5 hours is alleviated by riding on the shuttle, but it is still 1.5 hrs. overcrowding: open office is somewhat distracting",5,5,5,5,5,4
" Oct 11, 2016",Former Employee - Program Manager II,Safe and comfortable,"everything at microsoft was fine. they cared about their people, paid well, and had great perks (really awesome health insurance).. commuting to redmond from seattle minimal growth (compared to google, amazon and others) means fewer fires, but also fewer opportunities to swing above your weight class a growing group of ""lifers"" that only know the microsoft way/tech makes a l",4,5,4,3,5,4
" Feb 22, 2014",Current Employee - Program Manager,"Cutting edge work for some, great & caring company for all","context: engineering discipline, been with the company for a little over 2 years you feel like the company actually cares. the cpo lisa brummel often engages with employees in public ways and has a phenomenal attitude. giving programs, health benefits, fitness incentives, continuing education, structured career conversations lots of things point to the company taking a genuine interest in your personal and professional well being (of course not without its own motives). lots of room for growth at the lower levels, things start to become bottle necked around the ""manager of managers"" level company is constantly reinventing itself. it can be a dinosaur in many ways (especially legacy code bases and antiquated engineering styles), but everyday we get closer to modernizing the entire company from the bottom up. this can also be a source of frustration, but is much more exciting. product portfolio is second to none. this is the only company in the world where i can work on a pc os, tablet hardware, machine learning algorithm, design a popular coding language, work on embedded technology, build a productivity suite, develop a game console and still be under the same corporate roof with no relocation necessary.. company at times doesn't appear designed to retain top tier talent. elimination of the stack system, while widely praised, wasn't replaced by any incentives for the top 5% to stay. this is a symptom of a company which, while inventing itself in many way",4,5,5,4,4,5
